product_code,indexx,BusinessUnit,Type,Products.Business.Line.Leader,Subtype,ProductName,BrandName,Brand.Manager,N_ordered,nEast,N_East,nNorth,N_North,nSouth,N_South,nUnderdark,N_Underdark,nWest,N_West
35799970,602,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,HELMET,Circlet of Blasting,SABLE,Nundro Rockseeker,2056,0.166,341,0.340,699,0.335,688,0.011,23,0.148,305
35842018,603,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Illuminators Tattoo Enchantment,SABLE,Nundro Rockseeker,1947,0.148,288,0.342,666,0.344,669,0.014,27,0.153,297
35864753,604,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Chime of Opening,MYTHAL,Arentian Mythrandius,1997,0.146,292,0.321,641,0.381,760,0.013,25,0.140,279
35927267,605,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Rope of Mending,RED CURTAIN,Siras Invictus,1955,0.112,219,0.342,668,0.354,692,0.018,36,0.174,340
36006736,606,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Pony,RED CURTAIN,Siras Invictus,1880,0.174,328,0.383,720,0.272,511,0.012,22,0.159,299
36078448,607,LUXURY SPECIALTIES,JEWELRY,Lanec Lot,RING,Ring of Mind Shielding,ARCANTIC,Enthoril Murkywaters,2141,0.167,358,0.362,775,0.326,699,0.023,50,0.121,259
36092724,608,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Staff of Flowers,SABLE,Nundro Rockseeker,2252,0.138,311,0.476,1071,0.259,584,0.006,13,0.121,273
36155749,609,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Frost Brand,MYTHAL,Arentian Mythrandius,3082,0.323,997,0.226,697,0.345,1062,0.005,14,0.101,312
36236494,610,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Infernal Tack,MYTHAL,Arentian Mythrandius,2110,0.163,344,0.383,809,0.319,674,0.011,23,0.123,260
36284220,611,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Woodcarvers tools ,RED CURTAIN,Siras Invictus,1788,0.109,194,0.386,690,0.362,647,0.004,8,0.139,249
36291052,612,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Poison Resistance,SABLE,Nundro Rockseeker,2043,0.125,255,0.396,809,0.329,672,0.008,17,0.142,290
36347722,613,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Protective Verses,SABLE,Nundro Rockseeker,1909,0.135,258,0.350,669,0.353,674,0.009,18,0.152,290
36405257,614,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Cloud Giant Strength,SABLE,Nundro Rockseeker,1788,0.147,263,0.363,649,0.356,637,0.012,21,0.122,218
36463932,615,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,BELT / GIRDLE,Belt of Fire Giant Strength,ARCANTIC,Enthoril Murkywaters,2038,0.122,249,0.369,753,0.328,669,0.011,23,0.169,344
36484229,616,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Rope of Climbing,ARCANTIC,Enthoril Murkywaters,2118,0.155,328,0.350,742,0.342,725,0.011,23,0.142,300
36531716,617,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Censer of Controlling Air Elementals,U.N.N.,Ruralion Baeneduren,2023,0.121,245,0.364,737,0.335,677,0.008,16,0.172,348
36560793,618,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Ironfang,RED CURTAIN,Siras Invictus,7014,0.307,2156,0.530,3715,0.116,817,0.004,26,0.043,300
36606144,619,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Spies' Murmur,U.N.N.,Ruralion Baeneduren,1979,0.150,297,0.351,695,0.332,658,0.003,6,0.163,323
36612204,620,ADVENTURING,JEWELRY,Lanec Lot,RING,Rings of Shared Suffering,RED CURTAIN,Siras Invictus,1999,0.147,294,0.352,704,0.313,625,0.013,25,0.176,351
36632539,621,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,"Clothes, costume ",RED CURTAIN,Siras Invictus,1893,0.194,367,0.275,520,0.363,688,0.020,37,0.148,281
36640814,622,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Component pouch ,RED CURTAIN,Siras Invictus,1936,0.165,319,0.331,640,0.323,625,0.013,26,0.168,326
36711109,623,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Morningstar ,RED CURTAIN,Siras Invictus,6433,0.192,1234,0.488,3137,0.266,1711,0.004,26,0.051,325
36740214,624,ADVENTURING,TOOLS & KITS,Kay Glimshine,CONTAINER,Pouch ,U.N.N.,Ruralion Baeneduren,2216,0.153,340,0.401,888,0.314,695,0.012,27,0.120,266
36814940,625,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Scroll of Protection (Beasts),ARCANTIC,Enthoril Murkywaters,2067,0.146,302,0.349,722,0.353,730,0.024,50,0.127,263
36940965,626,ADVENTURING,TOOLS & KITS,Kay Glimshine,GAMING SET,Dice set,U.N.N.,Ruralion Baeneduren,2230,0.148,330,0.324,723,0.379,845,0.003,6,0.146,326
36941851,627,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Pack Saddle,U.N.N.,Ruralion Baeneduren,2086,0.163,339,0.358,747,0.371,773,0.014,30,0.094,197
36977230,628,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,"Ball bearings (bag of 1,000) ",U.N.N.,Ruralion Baeneduren,2064,0.129,266,0.321,663,0.381,786,0.004,9,0.165,340
36979926,629,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Glass Bottle (Crate),BORDERLANDS,Thaldrak Battlehammer,2073,0.170,352,0.326,676,0.313,648,0.026,53,0.166,344
36997376,630,ADVENTURING,TOOLS & KITS,Kay Glimshine,GAMING SET,Dragonchess set,RED CURTAIN,Siras Invictus,1952,0.147,287,0.392,766,0.329,642,0.009,18,0.122,239
37070424,631,LUXURY SPECIALTIES,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,War Steeder,RED CURTAIN,Siras Invictus,2005,0.125,250,0.374,750,0.385,772,0.018,37,0.098,196
37081717,632,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Light hammer,U.N.N.,Ruralion Baeneduren,3731,0.346,1291,0.169,631,0.413,1540,0.004,15,0.068,254
37120446,633,LUXURY SPECIALTIES,TOOLS & KITS,Kay Glimshine,TOOLS,Very Rare Crafting Components,BORDERLANDS,Thaldrak Battlehammer,1965,0.135,265,0.348,683,0.358,704,0.021,41,0.138,272
37147749,634,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,Cloak of Billowing,MYTHAL,Arentian Mythrandius,1861,0.135,251,0.377,702,0.328,611,0.004,8,0.155,289
37264324,635,LUXURY SPECIALTIES,MUSICAL INSTRUMENT,Balthazaar Viscari,STRING INSTRUMENT,Cli lyre,MYTHAL,Arentian Mythrandius,2017,0.134,271,0.356,718,0.369,744,0.015,31,0.125,253
37279859,636,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Crowbar ,U.N.N.,Ruralion Baeneduren,2140,0.140,299,0.392,838,0.347,742,0.014,29,0.108,232
37379496,637,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SHIELD,Shield +3,ARCANTIC,Enthoril Murkywaters,3703,0.078,287,0.611,2264,0.189,701,0.002,8,0.120,443
37381000,638,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Historical Knowledge,MYTHAL,Arentian Mythrandius,2121,0.179,379,0.340,721,0.349,740,0.017,35,0.116,246
37392969,639,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Yew wand (Druidic focus),BORDERLANDS,Thaldrak Battlehammer,1764,0.127,224,0.359,634,0.366,645,0.002,3,0.146,258
37401508,640,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Tankard of Sobriety,SABLE,Nundro Rockseeker,1952,0.142,277,0.403,787,0.299,583,0.015,29,0.141,276
37481679,641,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Guardian Emblem,BORDERLANDS,Thaldrak Battlehammer,2079,0.123,255,0.389,809,0.315,654,0.022,45,0.152,316
37536629,642,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Infiltrators Key,SABLE,Nundro Rockseeker,1991,0.143,285,0.330,658,0.359,715,0.008,15,0.160,318
37537061,643,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,"Clothes, costume ",U.N.N.,Ruralion Baeneduren,1989,0.147,292,0.343,682,0.378,752,0.009,17,0.124,246
37596619,644,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Block and tackle ,RED CURTAIN,Siras Invictus,1925,0.141,271,0.356,686,0.374,719,0.014,27,0.115,222
37650365,645,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,"Case, crossbow bolt ",RED CURTAIN,Siras Invictus,1977,0.164,324,0.396,783,0.311,614,0.006,11,0.124,245
37682915,646,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Defender,ARCANTIC,Enthoril Murkywaters,2024,0.143,290,0.333,673,0.365,738,0.019,39,0.140,284
37741575,647,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Sword of Answering,BORDERLANDS,Thaldrak Battlehammer,2504,0.133,332,0.293,733,0.305,763,0.011,28,0.259,648
37795030,648,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,"Spikes, iron (10) ",BORDERLANDS,Thaldrak Battlehammer,2005,0.129,259,0.357,715,0.373,747,0.016,32,0.126,252
37799811,649,ADVENTURING,TOOLS & KITS,Kay Glimshine,SURVIVAL & WILDERNESS,"Rope, hempen (50 feet) ",BORDERLANDS,Thaldrak Battlehammer,1990,0.121,241,0.406,807,0.327,651,0.019,38,0.127,253
37900037,650,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Glaive ,U.N.N.,Ruralion Baeneduren,2861,0.122,350,0.519,1484,0.265,759,0.008,22,0.086,246
37922264,651,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Staff,BORDERLANDS,Thaldrak Battlehammer,1844,0.174,321,0.367,676,0.324,597,0.012,23,0.123,227
37953286,652,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Dust of Dryness,ARCANTIC,Enthoril Murkywaters,2238,0.166,372,0.303,678,0.375,840,0.027,61,0.128,287
37966304,653,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Serpents Fang,RED CURTAIN,Siras Invictus,2605,0.122,319,0.531,1382,0.260,676,0.009,24,0.078,204
37987543,654,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Holy water (flask) ,RED CURTAIN,Siras Invictus,1907,0.177,337,0.349,666,0.327,624,0.009,18,0.137,262
38294329,655,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Mastery,MYTHAL,Arentian Mythrandius,2113,0.115,243,0.345,728,0.367,775,0.021,45,0.152,322
38305168,656,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Spellshard,SABLE,Nundro Rockseeker,1636,0.154,252,0.338,553,0.363,594,0.021,35,0.123,202
38309342,657,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Gem of Brightness,MYTHAL,Arentian Mythrandius,1987,0.156,309,0.353,702,0.383,762,0.006,12,0.102,202
38324967,658,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CONTAINER,Bag of Holding,RED CURTAIN,Siras Invictus,1909,0.159,304,0.366,699,0.317,605,0.011,21,0.147,280
38335423,659,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,"Clothes, fine ",U.N.N.,Ruralion Baeneduren,2000,0.168,336,0.340,680,0.357,714,0.014,27,0.122,243
38337199,660,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Bookmark,ARCANTIC,Enthoril Murkywaters,2659,0.106,283,0.544,1447,0.264,701,0.004,11,0.082,217
38370611,661,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of Fire,BORDERLANDS,Thaldrak Battlehammer,7592,0.280,2122,0.262,1989,0.357,2709,0.003,20,0.099,752
38403298,662,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Bit & Bridle,BORDERLANDS,Thaldrak Battlehammer,2088,0.139,291,0.389,812,0.338,705,0.016,33,0.118,247
38423058,663,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Fire vulnerability,SABLE,Nundro Rockseeker,1836,0.146,268,0.353,649,0.328,603,0.007,12,0.166,304
38525952,664,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,HEAVY ARMOUR,Adamantine Armour,RED CURTAIN,Siras Invictus,7026,0.037,261,0.305,2141,0.606,4258,0.006,45,0.046,321
38574834,665,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,SIMPLE MELEE WEAPON,Saint Markovias Thighbone,U.N.N.,Ruralion Baeneduren,2089,0.188,392,0.369,770,0.296,618,0.023,49,0.124,260
38642243,666,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Robe of Summer,ARCANTIC,Enthoril Murkywaters,2064,0.145,300,0.330,681,0.336,694,0.019,39,0.170,350
38644077,667,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SHIELD,Shield of the Uven Rune,SABLE,Nundro Rockseeker,2968,0.105,313,0.568,1686,0.223,661,0.014,43,0.089,265
38653167,668,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL RANGED WEAPON,Hellsteel Martial Ranged Weapon,RED CURTAIN,Siras Invictus,2451,0.122,300,0.445,1091,0.304,744,0.013,32,0.116,284
38680171,669,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Parchment (twenty pages) ,RED CURTAIN,Siras Invictus,1934,0.165,319,0.358,692,0.360,696,0.018,35,0.099,192
38711635,670,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,WEAPON OTHER,Weapon of Warning,U.N.N.,Ruralion Baeneduren,2230,0.146,326,0.357,795,0.395,880,0.013,30,0.089,199
38730137,671,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Donkey,U.N.N.,Ruralion Baeneduren,2232,0.170,379,0.356,794,0.317,708,0.006,14,0.151,337
38734623,672,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Piton (set of 10),U.N.N.,Ruralion Baeneduren,1923,0.134,258,0.353,678,0.368,707,0.012,24,0.133,256
38800569,673,LUXURY SPECIALTIES,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Riding Steeder,U.N.N.,Ruralion Baeneduren,2101,0.129,272,0.354,743,0.356,749,0.019,39,0.142,298
38923580,674,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Nightfall Pearl,ARCANTIC,Enthoril Murkywaters,1879,0.122,229,0.382,717,0.358,672,0.007,14,0.131,247
39018115,675,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Sekolahian Worshiping Statuette,U.N.N.,Ruralion Baeneduren,2153,0.157,337,0.359,772,0.325,700,0.017,37,0.143,307
39057663,676,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,SHIELD,Shield of the Hidden Lord,U.N.N.,Ruralion Baeneduren,4003,0.339,1358,0.212,848,0.366,1464,0.003,13,0.080,320
39099379,677,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Acid vulnerability,SABLE,Nundro Rockseeker,2173,0.122,265,0.376,816,0.375,814,0.022,48,0.106,230
39299442,678,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Lock (Box of 12),RED CURTAIN,Siras Invictus,2103,0.123,258,0.435,915,0.304,639,0.009,18,0.130,273
39400591,679,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Greatclub,RED CURTAIN,Siras Invictus,2983,0.090,269,0.578,1725,0.206,615,0.002,5,0.124,369
39518671,680,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE RANGED WEAPON,Hellsteel Simple Ranged Weapon,RED CURTAIN,Siras Invictus,1904,0.162,308,0.343,654,0.374,713,0.011,20,0.110,209
39556221,681,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,LIVESTOCK,Pig,BORDERLANDS,Thaldrak Battlehammer,2033,0.171,347,0.371,755,0.305,620,0.012,25,0.141,286
39600538,682,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Periapt of Proof against Poison,SABLE,Nundro Rockseeker,2042,0.142,290,0.404,824,0.325,663,0.013,27,0.117,238
39636609,683,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of the Python,SABLE,Nundro Rockseeker,2570,0.123,315,0.489,1256,0.245,629,0.019,49,0.125,321
39639382,684,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Moonblade,U.N.N.,Ruralion Baeneduren,2005,0.167,334,0.383,768,0.296,594,0.012,24,0.142,285
39652972,685,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Gryphon,BORDERLANDS,Thaldrak Battlehammer,2057,0.138,284,0.379,780,0.345,709,0.020,41,0.118,243
39671811,686,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,"Poison, Basic (4L)",RED CURTAIN,Siras Invictus,1955,0.168,328,0.354,692,0.343,671,0.014,28,0.121,236
39673365,687,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,ROD,Rod of the Pact Keeper +1,BORDERLANDS,Thaldrak Battlehammer,1896,0.176,334,0.352,667,0.319,604,0.020,38,0.133,253
39723621,688,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SIMPLE RANGED WEAPON,Devastation Orb,SABLE,Nundro Rockseeker,2082,0.144,299,0.330,687,0.373,777,0.009,19,0.144,300
39769434,689,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,BRASS INSTRUMENT,Instrument of Scribing,SABLE,Nundro Rockseeker,2169,0.204,442,0.340,738,0.310,673,0.007,15,0.139,301
39779371,690,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Efficient Quiver,ARCANTIC,Enthoril Murkywaters,2075,0.186,386,0.321,667,0.330,685,0.020,42,0.142,295
39781545,691,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Ivory Goats of Wondrous Power,BORDERLANDS,Thaldrak Battlehammer,1940,0.120,232,0.412,800,0.320,620,0.002,3,0.147,285
39847571,692,ADVENTURING,TOOLS & KITS,Kay Glimshine,SURVIVAL & WILDERNESS,Fishing tackle ,RED CURTAIN,Siras Invictus,1976,0.161,318,0.342,676,0.357,705,0.012,24,0.128,253
39881923,693,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Psychic Resistance,SABLE,Nundro Rockseeker,2119,0.118,251,0.411,870,0.325,688,0.007,14,0.140,296
39987276,694,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Pot of Awakening,ARCANTIC,Enthoril Murkywaters,2010,0.174,349,0.409,823,0.276,554,0.008,16,0.133,268
40010338,695,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Scroll Level 5,MYTHAL,Arentian Mythrandius,2017,0.145,293,0.362,730,0.284,572,0.011,22,0.198,400
40061561,696,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Watchful Rest,ARCANTIC,Enthoril Murkywaters,2084,0.121,253,0.348,725,0.364,758,0.016,34,0.151,314
40084553,697,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Rapier ,RED CURTAIN,Siras Invictus,1900,0.151,287,0.345,655,0.336,638,0.011,20,0.158,300
40149409,698,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,BRACERS,Bracer of Flying Daggers,ARCANTIC,Enthoril Murkywaters,3334,0.280,934,0.292,974,0.326,1087,0.004,12,0.098,327
40154832,699,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Scroll Level 5,ARCANTIC,Enthoril Murkywaters,2103,0.139,293,0.323,679,0.392,825,0.007,14,0.139,292
40210867,700,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of Thunder and Lightning,ARCANTIC,Enthoril Murkywaters,2274,0.168,381,0.311,708,0.377,857,0.015,34,0.129,294
40219284,701,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL RANGED WEAPON,Net,BORDERLANDS,Thaldrak Battlehammer,2948,0.088,259,0.426,1257,0.389,1146,0.012,35,0.085,251
40292466,702,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Piton (set of 10),BORDERLANDS,Thaldrak Battlehammer,1985,0.177,351,0.354,702,0.318,631,0.009,18,0.143,283
40332260,703,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Oil (flask) ,U.N.N.,Ruralion Baeneduren,1969,0.140,276,0.375,738,0.349,688,0.016,32,0.119,235
40345627,704,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,AMMUNITION,Sling bullets (100) ,U.N.N.,Ruralion Baeneduren,3933,0.099,390,0.387,1524,0.439,1725,0.007,29,0.067,265
40406520,705,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,WAND,Wand of the War Mage +2,MYTHAL,Arentian Mythrandius,1962,0.179,351,0.395,775,0.318,624,0.025,50,0.083,162
40531742,706,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Scroll of Protection (Beasts),ARCANTIC,Enthoril Murkywaters,2186,0.128,279,0.359,784,0.367,802,0.016,34,0.131,287
40566466,707,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,WIND INSTRUMENT,Doss lute,SABLE,Nundro Rockseeker,2162,0.145,313,0.354,765,0.344,743,0.017,36,0.141,305
40617783,708,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,AMMUNITION,Blowgun needles (50) ,U.N.N.,Ruralion Baeneduren,3288,0.185,609,0.351,1153,0.225,740,0.009,30,0.230,756
40633611,709,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SHIELD,Spellguard Shield,RED CURTAIN,Siras Invictus,1824,0.103,188,0.337,614,0.366,667,0.012,22,0.183,333
40833858,710,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,BELT / GIRDLE,Stormgirdle,SABLE,Nundro Rockseeker,2002,0.157,315,0.365,731,0.303,607,0.012,24,0.162,325
40851359,711,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Chalk (Box of 50),U.N.N.,Ruralion Baeneduren,1856,0.146,271,0.376,698,0.305,566,0.017,32,0.156,289
40915228,712,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,GOGGLES,Inquisitives Goggles,SABLE,Nundro Rockseeker,2002,0.163,326,0.312,625,0.407,814,0.009,19,0.109,218
40983952,713,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Lightning vulnerability,SABLE,Nundro Rockseeker,2137,0.152,325,0.325,695,0.368,787,0.025,54,0.129,276
41048112,714,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Navigator’s tools ,BORDERLANDS,Thaldrak Battlehammer,1870,0.167,313,0.315,589,0.367,686,0.017,32,0.134,250
41061781,715,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,Everbright Lantern,MYTHAL,Arentian Mythrandius,2152,0.148,319,0.361,776,0.373,803,0.009,20,0.109,234
41220871,716,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Smith’s tools ,U.N.N.,Ruralion Baeneduren,2179,0.158,344,0.336,733,0.344,750,0.009,20,0.152,332
41283382,717,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Cook’s utensils ,RED CURTAIN,Siras Invictus,2232,0.119,265,0.335,748,0.375,838,0.010,23,0.160,358
41412553,718,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,HEAVY ARMOUR,Ring mail ,RED CURTAIN,Siras Invictus,2497,0.162,404,0.369,921,0.330,823,0.010,24,0.130,325
41444294,719,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MEDIUM ARMOUR,Half plate ,BORDERLANDS,Thaldrak Battlehammer,4280,0.082,350,0.415,1777,0.333,1426,0.096,410,0.074,317
41480800,720,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,Lantern of Tracking,RED CURTAIN,Siras Invictus,2000,0.157,314,0.379,758,0.314,628,0.004,8,0.146,292
41510130,721,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Lightbringer,BORDERLANDS,Thaldrak Battlehammer,2153,0.162,348,0.316,681,0.379,816,0.013,28,0.130,280
41566197,722,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Feather Token (Swan Boat),ARCANTIC,Enthoril Murkywaters,2177,0.154,336,0.350,762,0.367,799,0.010,21,0.119,259
41619155,723,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Cloak of Arachnida,SABLE,Nundro Rockseeker,1982,0.156,310,0.417,826,0.289,572,0.010,20,0.128,254
41646860,724,LUXURY SPECIALTIES,JEWELRY,Lanec Lot,AMULET / NECKLACE,Amulet of Protection from Turning,ARCANTIC,Enthoril Murkywaters,2009,0.145,291,0.387,777,0.337,678,0.021,42,0.110,221
41655888,725,ADVENTURING,JEWELRY,Lanec Lot,AMULET / NECKLACE,Amulet of Health,SABLE,Nundro Rockseeker,1807,0.158,286,0.340,614,0.391,706,0.027,48,0.085,153
41671320,726,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Decanter of Endless Water,RED CURTAIN,Siras Invictus,2150,0.133,287,0.342,736,0.378,812,0.010,21,0.137,294
41746924,727,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE RANGED WEAPON,Sling ,BORDERLANDS,Thaldrak Battlehammer,4168,0.087,363,0.359,1495,0.458,1909,0.009,37,0.087,364
41794941,728,ADVENTURING,TOOLS & KITS,Kay Glimshine,SURVIVAL & WILDERNESS,Soap (Crate),BORDERLANDS,Thaldrak Battlehammer,2078,0.110,229,0.399,830,0.358,743,0.010,21,0.123,255
